rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Better than I expected,Used several times protects the glass surface on an induction stove during cooking. Boil water on boost power mode. No scratching or scorching at all. I love them. look nice on the stove as well.  My girlfriend had the stove on Boost or Hi setting and forgot she had something on the stove. The pot was so hot it scorched the pad but the stove and the pot were fine.,[],B07M6H2F8T,B08999QMJ3,AFCKJ7SCNPJTA2IWI74WWZL7KZMQ,1554714040298,2,True
1.0,Worked less than a week.,These lights lasted less than a week.  I am very disappointed as they were very cute and I was considering buying my daughter some more  to add to her dorm room because she said she needed to decorate the other side of her room.  However then she told me the lights lasted three days then stopped working.,[],B07XYGH93B,B07XYGH93B,AHO6AM5MJSNRC2XSQ3BTWNLZMEXQ,1599144363441,1,True
5.0,Cute Caddy,So cute and practical for my picnic/party utensils caddy.,[],B08WNB5S88,B08WNB5S88,AEBZ5UN3BGWLJ4GIPR5BNPQYKA4Q,1617822425220,0,True
5.0,Good extra liners for Instant Pot,"Good quality, nice to have extra liners for when you cook something with strong smells, as odor persists in the plastic liners.",[],B08DFZ5K1Z,B0C4KFQZDR,AE67CSQ54OTXQT65UPSHSZAJ7MDA,1679591799321,0,True
5.0,Bag holder,Smaller than I thought...but still great holds alot of bags and is great for smaller areas. Stainless is easy to clean,[],B01G5K1AM0,B0B8STKJ1Q,AFVBDO3K72PXOVXFIP2FTINFRCTA,1620096942121,0,True
5.0,Looks exactly like photo,This item is gorgeous and good craftmanship - highly recommend,[],B09F6LHZTJ,B09NN4NQ79,AHMCO7QKPBY7XU74KPZQWEFCBE4Q,1647531896171,0,True
5.0,Covers a multitude of sins,"We had a water leak that ruined the sub floor and tile.  I can't afford to fix the floor just yet, so what to do.  Get a big bandaid and cover it up.  It's heavy, attractive, and had zero odor.  I'm very happy with it.",[],B078H2G5SL,B078H2G5SL,AHX62I7V6JSWOR4KXCYPZKSVFNRA,1546649690274,4,True
5.0,birthday gift,"my daughter loves red, i gave her 2 sets for last christmas and now this one for her birthday. and they take up very little<br />room in kitchen cabinets. thanks",[],B00352KSRU,B00352KSRU,AHOYZP3TTPKQTJPPECF4AJC4AH7Q,1383090265000,0,True
5.0,How well made it is.,Very sturdy and fits small compact space.,[],B001BBI37O,B001BBI37O,AH2NUMFLDKWDPEVPKQ3Q23KPBJHA,1557016005915,0,True
5.0,Love these!,Love these! Good quality,[],B073ZNQ4W3,B073ZNQ4W3,AHU2RAIQMCLYZLIIOCE4YYIDDCCA,1545433819320,0,True
5.0,Five Stars,Awesome! Going strong after a month of solid food prep,[],B00VWJHFTM,B00W5YJ8N4,AFOBAGXQUURWPQDF76U77BHOJWMQ,1458713454000,0,True
5.0,Well made with strong materials.,"I like the heaviness of the material used.  Cans weigh a lot, especially when you put them all in one place.  It does not wobble or sway.",[],B01IIXR2II,B07MLXRH3W,AE5MY5WPBDKKARRWRXAGRNZ4WBHQ,1552651076731,0,True
5.0,so easy and simple,"meal prep is a lot easier now. i buy my meat now in bulk and season it right in the bag, vacuum it and freeze. it's so easy. then whenever i need chicken or beef, etc, i just thaw for a couple hours and cook. if you're a lazy cook, you'll love this for quick meals.",[],B0753J8N5F,B0BF8B7NWM,AEY3JAHW7LDPZNWF6EE3EDAKZRNA,1588284139281,0,True
5.0,I think its great so far,"I have only had a few months and I am new to dehydrating foods.  With a little trial and error, I am getting it right.  I think its great so far.  I was looking for the 5 tray stainless steel but I could not find it.  It makes a little noise, I run mine over night.  I dehydrated lots and lots of longans which turned out great! I would recommend this product.",[],B014IK804K,B07J2QLXW8,AFE6J65C7VOHHGNXUSWYUPSBDHAQ,1475608684000,2,True
5.0,Good storage boxes,We used these for sorting and storing children’s toys and games.  Holds quite a bit and is soft to the touch.,[],B07RW5QBM9,B07RW5QBM9,AGURG2TD3BVC6XLSCVK7AK3VTBIA,1612312739244,0,True
5.0,Daughter loves it,Daughter is making Boba at home so she needed a cup with larger straw. Works well.,[],B09XCS3SLN,B0BRN4N9MP,AFMDUFBVL3NDYCN4S5Z5P2PTUK4A,1678922512584,0,True
5.0,Attractive & sturdy,"I got what I paid for. Happy with it. Holds my pint jars of, Salsa and BBQ. sauce. On my counter with style.",[],B08R9ZY6MB,B09MWGWC3T,AH767EXRBC62TTGDEIHRLF47OHOA,1662462341818,0,True
5.0,Five Stars,Awesome! I'm excited to enjoy it for my 50th Birthday Celebration.,[],B01IYFNVMQ,B01IYFNVMQ,AGS5VQ3UCBKPZTRV3QFDRTDLAOYQ,1494638054000,0,True
5.0,Perfect,Love them! Weighted perfectly,[],B08PB1PX1G,B08PB2KKSN,AFLUUEUHNLKEZFJOIPQYRB2SN3VA,1628716629951,0,True
3.0,Not what I expected,Does not perform as promised,[],B071RG6HQ4,B094LLLXDB,AERI4LRI7VBJT65RLHDTC4AQFPQA,1626472659240,0,True
2.0,Arrived damaged, ,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/21n+DNZGyJL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/21n+DNZGyJL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/21n+DNZGyJL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/31jRLRTt4-L._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/31jRLRTt4-L._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/31jRLRTt4-L._SL256_.jpg'}]",B00OCXB2DA,B07GSS689R,AF6JMUYSBF7O23ZGNMRKGNVBYM2Q,1681590836391,0,True
3.0,Good quality overall exect little tiny oil spots,"Delivery was super fast, I ordered the sheet set yesterday and got it this morning. As soon as I received the package I toss it into the laundry machine.<br />As for the wrinkle-free, it's quite satisfying after the wash/drying.<br />Softness, it's not ""super"" soft but I still like the touch and its softness. I didnt get higher Tc cuz my husband is hot sleeper so coolness is over the softness for me though.<br />The reason I put 3 stars only is that I found little oil stain spots(probably from the sewing machines or so). But overall, it's good product.",[],B072Q1BK9H,B0C6FD9RL5,AHSFZKJOTA7WA2V4PU7WMBSWTKJQ,1592694661418,0,True
5.0,best thing I have ever bought!,I will NEVER buy any other brand of kitchen cookware! I LOVE THESE THINGS! Nothing sticks on them and they clean up very nicely and easily!,[],B00A3JGPMU,B00A3JGPMU,AHSHR5F3BI4FCETUVYHWGJLSV6CA,1379435561000,0,True
4.0,So far so good,"Discount after I bought, sad",[],B08HKYVRTG,B0995PGB4K,AHCCOBDGRTLAOLAD7BMEWKR5ZIAA,1642398997741,0,True
4.0,To expensive but I love it,"I love it, but it is too expensive though, and it does not light up on its own, I have to put a black light to it to get it to shine",[],B0151QZ1TW,B0C33HVFR4,AEHVIM3E3AW6A63P3PAJYLCHOXUQ,1597274230457,1,True
5.0,Best mixer I ever used.,"I have been using this mixer for years, so when my Daughter-in-law wanted a mixer for Christmas, I knew exactly which one to get her.  It lasts a long time and is hands free.  I use mine several times a week because I bake cakes and make my own frosting.  The one I have now I have had for about six years and that is a long time for the amount of use it gets.",[],B000COC69C,B000COC69C,AFBMQHP2D6UTI73VBNUYOSTEENIQ,1265051843000,5,True
5.0,Cute little clock for children,"My 3 year old LOVES Teddi. She caught on very quickly that she stays in her room until Teddi turns green. She likes his little ears and feet and how he closes his eyes at bed time. It is a very helpful tool. My only problem is the nap timer durations. There is only 15, 30, 90, and 180 minutes. My child naps from 120-150 minutes so I either have to set the light early or later than wake up time and can't use the music, only the light. The settings take a minute to figure out but once you get the hang of it its not so bad. Other than that I am happy with this purchase.",[],B08BHNWTQB,B08BHNWTQB,AEKEEL6IWG2K2NWRQS6SUZANXSAQ,1609262341242,0,True
5.0,The kettle at his best,"Like the way I can select different temperatures, fast heating,  perfect for French press or herbal infusions",[],B07D7MJ5K1,B0BYWP1FH3,AEUJS2OYOTRYHACAOE5QM4DYRFXQ,1615652869476,0,True
1.0,One Star,This product sucks. Too bulky.,[],B01AAZFMS4,B01AAZFMS4,AELCKF3S5Z2YKWZIBJCJRUBRH4IQ,1501155980955,0,True
5.0,GORGEOUS!,I bought these for my mom & she LOVES them!! They are heavy enough to hold a stocking with some stuff in them. They go with her decor & are gorgeous in real life. Soooooo worth the money!,[],B0B5DVS2WW,B0BKWSSRCR,AGIK5YDASNG3X55P53LNRLOFQFJA,1677441982210,0,True
5.0,I’d buy them again...,I dig em they smell good but all kinda have the same smell maybe a vague difference. They back flow ok...they are not easy to clean after...like a super sticky resin that’s left behind...but that’s after a lot of burning...I don’t love em but I’d buy them again.,[],B07K7K33JK,B07K7K33JK,AFJLXPRTGZ2PJ6JRIVIWE54QBRHQ,1564787423874,25,True
5.0,They look great!,These tiny white flowers were exactly what I wanted. They looked great and arrived on time. And I will NEVER have to water them.,[],B08VHWHL1T,B0C4NT32TX,AEIJ22H5NRNNAQYOW3IXJ7MXEUEA,1618842813479,0,True
5.0,Must have,Great addition to the vegetarian’s kitchen. Always press your tofu before you fry it for extra crispiness. I use an air fryer so no added oil. This press is a must have.,[],B07ZR8KF4C,B09F9DNMD8,AFANWB2WUAIJHYNUDXV2FLSNQ6ZA,1577490900803,22,True
5.0,Very comfy!,Perfect topper!,[],B072M8MYQ7,B071WDHRSF,AGHP5PWVXOJ2MYZVU7SJAWIZQV4A,1547501763060,0,True
5.0,Fantastic,Great product for the price,[],B0018EAAAM,B07YM6Q17M,AFD7TOJM5TQHB5NKD2F5BWVVKC2Q,1645900440020,0,True
1.0,Different ornament,I received my ornament but it not the same ornament pictured.,[],B005O67F5S,B005O67F5S,AGLOJB5MTAQEI6JR5BHAOFJ3PQMQ,1511354084495,0,True
5.0,I’m a denim lover,I would’ve liked them more if they were longer but other than that 👍🏽,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/71BsD5fmhJL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71BsD5fmhJL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/71BsD5fmhJL._SL256_.jpg'}]",B07BHJQ5M1,B07BHJQ5M1,AHSPKW5C4756PZ44VNVGT6OXQRSA,1667854985981,0,True
3.0,Does the Job,"This was the first topper ever brought and does what it says, altought it may stick alittle. It was still worth the buy.",[],B000VIJ264,B0BDGRTSQS,AHDJMGFOMEEES3QLPN7IVSEXTNBQ,1278774782000,1,True
5.0,Great vacuu.,Love this for the price!,[],B07DF9GVK9,B0BYRM8PXH,AF3VBJAAKEIPV2ARTN4YDA7TUZIQ,1566704421226,0,True
2.0,Only good for simple mixing of thin liquids,very weak power and the battery dies quickly!,[],B005ESET32,B005ESET32,AHDBIW5VY7S2AVLOALHN4OMKUMNQ,1482255596000,0,True
5.0,Look real,Perfect for shady areas outside. Look real.,[],B06Y2ZJTK1,B07S4KYRPB,AEHNQKLVTDF5ZWPDUGAWXYGKZUXQ,1599520188967,0,True
5.0,all of them were perfect. thank,came on time. all of them were perfect.thank you,[],B014JS438I,B014JS438I,AHGUXRJAAW5ORSQN4J4Q57TCUERQ,1456449640000,0,True
5.0,Good value for the money,Easy to use. I put up my whole garden with it.,[],B07B4W5PMB,B0B29H75MJ,AEVPJWG43BW4CCNTQHL6MYX252ZA,1661945500551,0,True
5.0,Speeds up your cooking routine!- Only last 6 months,I have had this for three weeks. It cooks meals quicker. You can fit a lot in this oven and it’s a game changer if you are a busy mom or professional. It is very simple to use as well.<br /><br />Six Month Update- This oven only lasted 6 months. First the toaster just stopped working after 4 months. Then the entire oven stopped working.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1Btq4qSAnS._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1Btq4qSAnS._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1Btq4qSAnS._SL256_.jpg'}]",B08HQXMLRB,B08HQXMLRB,AFVNQAJ73554LZTYQUW5TKP3AAYA,1626084383697,0,True
1.0,Not as pictured!!,No designs on my item. Just got a basic blue parasol. Send me another one!,[],B018WG6P6Q,B018WG6P6Q,AFZ6SXZV7MKMCHVZHPJKLHNJAX6Q,1489011343000,0,True
4.0,Great,Great for camping I used it with my two kids they loved it,[],B07V1PPHWX,B08CY1TKC7,AHFJBL6NPIWEFIHP6NMITPF5FCIQ,1657110551590,0,True
5.0,Ready for canning from the  garden,Nice lids for canning. Ready for summer canning,[],B00614S4NE,B00614S4NE,AGKQFM7Q5JQLIPPU2BW5TN4RXOJA,1654316255863,0,True
5.0,Noise dampening curtains in Gray,"I’m sure if you ran an iron over these, they would be fine. No one sees these but me.<br /><br />I am surprised that these actually worked. They are thicker than the ones that are marketed as black out. These have a thicker piece of felt material sewed into the blanket.<br /><br />I didn’t get these to block out the sun. The cheaper ones actually are good enough to do that. I bought these to keep out the sounds. They muffle the road noises that were bothering me. They didn’t get rid of the noises, but dampened them so they aren’t so irritating anymore.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81EHXo8wOjL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81EHXo8wOjL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81EHXo8wOjL._SL256_.jpg'}]",B085QBMS66,B0858VMRF2,AHKUAZYW2KPRCN3EQORQSIOJISEA,1607284873617,11,True
5.0,Great product,Great French press.  I took this one to work.  Love the foam I’m able to make .,[],B07XCLBYZ2,B0B58GYJ6V,AEDVHUV64LJTF3EIRX7JMLZW5IUQ,1606350486422,0,True
5.0,You need these,These worked great in our camper! One for toothbrushes and toothpaste and one in the kitchen for spices and pot holders!,[],B08T6QK3BY,B08T6QK3BY,AG43N3ATQM7DNQUPR35EVVBZEM6A,1624235961306,1,True
4.0,works as advertised,after we got the right coarseness it worked great. need to not grind to fine. Sam's clubs grinder isn't working. this does the job.,[],B00004SPEU,B0C64GQ6TL,AEDG6KBPRGSLYY276GLTRGNYOFVA,1594934245423,1,True
5.0,Comfy cheaper mattress,Mattress is comfy. Works great on adjustable bed.,[],B00UVAJU00,B0BH1JN5TH,AENB6JZRRM372SHNZO75332YPA4A,1538707167361,0,True
5.0,Great bag,"Needed something to hold all my food and snacks for 12hrs of work. Perfect size, lots of pockets, love the long strap. Definitely reccomend.",[],B07ZGBFZWG,B09NRMBD49,AE3VF62DIXXQDI3LXESERSANRS4A,1676813125613,0,True
3.0,Serviceable but not wonderful.,"Generally speaking, they're fine.  However, a real headband has more of a profile to it, these are almost flat at the colored edge, so will not fully protect/cover the signature heads.  Having said that, they do glue up well, but I have to pay extra attention to lining up the headband, since that profile does not catch on the book block edge as it should.  Also, I went in with some silk thread I have and a beading needle and added some super tiny seed beads on the forward side of it, wrapping the headband to add additional color at intervals.  It's a nice touch.  I'll use these when I want to make a lesser book or have the time to bead the headband area.  They did inspire me to go and learn how to create a silk headband from scratch, so that's something.",[],B00D0CPBOU,B00D0CPBOU,AFFECWKZUHYXTMCFUEFQX6AFZ56A,1539813827550,1,True
5.0,Perfect,"I will buy again, must have !",[],B011HLNE1M,B09NP5R1TF,AHTXWF7YLJSZEGLR3YLR7OVITDEQ,1578868117813,0,True
5.0,These are very comfortable chairs. The recliner feature is fantastic,These are very comfortable chairs. The recliner feature is fantastic. They are versatile and easy to set up. We are very happy with the purchase.,[],B00HXDSXE2,B09VM9GJP4,AH75AEEHIBLY7PAAKHEPUIEXZBKA,1473643837000,0,True
4.0,Hands free trash,"Works decent. Had an in cabinet, roll out garbage which was a pain when doing messy stuff - cracking eggshells and cutting chicken. Touch less can is way better. Been using for a month with no problems. Would be nice if they included the power adapter - don't know how long the batteries will last before needing to be replaced.",[],B000EJVYTS,B0C78W9WYV,AHSS2A7MP4FQRVVAR4ES2B3ACITA,1484446921000,0,True
5.0,Nice design and a quality product,I'm using this for my coffee syrup bottle. So far i like the design and it works as intended. I can also see that it's a quality product that will last longer. I don't regret for buying this. Worth my money.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71OAMdmRPmL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71OAMdmRPmL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71OAMdmRPmL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71S3oTVhhfL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71S3oTVhhfL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71S3oTVhhfL._SL256_.jpg'}]",B0797Y6714,B07R4W2PHJ,AGVUBEK3TJMKX65OFAKID6HJXE4A,1576977462660,15,True
2.0,"You get what you pay for, a cheap cutting board.","I used this cutting board for a month now, following all the care instructions, I used the suggested walnut oil spray every day and never got the board too wet, and it is starting to splinter apart. The description of the company says they're a small family owned business, but I have a sneaky suspicion this is just more cheap Chinese garbage. Thanks",[],B00MW8NBW2,B0BJLBTFKV,AFTZABCMWWNRWGP7JRCDPQOGUQAA,1537383190042,0,True
3.0,Not a real patch,Wasn’t a real patch,[],B01NAU6PCG,B01NAU6PCG,AEX4ZRMS6EUP5G3NCB2FKSIPSKTQ,1549667876085,0,True
5.0,Good quality,These are better than I thought they would be. Great for a dollhouse. The granddaughters love them.,[],B0037J4UFM,B0037J4UFM,AE3QRFGE3DEUK5JITV7VUCFRUNPA,1613228051509,0,True
5.0,So cute!,"Good quality, clear print. I honestly didn’t expect it to be this great, but it’s exactly what I was looking for!",[],B09NVGCSDM,B0BGS2JSXL,AGSTEPZN4NWXZM22WZUEH5EFA32Q,1658792720923,0,True
2.0,Love the colors,I love the color and thickness but after one wash it was falling apart. It wasn't worth the price with it falling apart so fast. Wish it didn't cause I do love it.,[],B009AI838E,B009AI838E,AHVCE6RY5SYYXYC3V3MCPZ6MDETQ,1400884372000,2,True
5.0,Quality,This item is larger than expected and sturdy,[],B01H8EOSP8,B01H8EOSP8,AEQT7GKK5VIZPIYIF3SOIID2XAJA,1624968683761,0,True
5.0,Great Product,I’ve used it for about a month and it works perfectly fine,[],B07RWR8N5R,B07RWR8N5R,AEU7PEMMGTEM5UVBEDETDOF462QQ,1628236478953,0,True
5.0,Five Stars,Good pillow that suits my needs just fine. Your results may vary.,[],B015G70RW2,B09DS2B8BG,AF3TOMAKX4LIICGIUNI5HUIE3C3Q,1456843077000,1,True
5.0,perfect peeler!!,"This peeler is substantial and sturdy, well made. It will easliy peel butternut squash, which is a real challenge, or impossible, for most peelers. I highly recommend spending the few extra bucks to get a peeler that you can actually count on to do the job.",[],B002G9UHN8,B002G9UHN8,AF7MVPMLPRDJXNCOIXMD5Q3XBN6Q,1393949984000,0,True
5.0,Nice piece,Sturdiness 1 because it came broken.,[],B07BBX4TTB,B07L6R6L6S,AEE5EHLJMQK24ISU5RL3UDGWKQKA,1566952771663,0,True
4.0,A Good  Product,"I really like the containers, they hold quite a bit of spice. I have trouble reading the labels, the lettering is small.<br />Some of the magnets came off the jars. This may be because I attached them to a freshly painted metal surface.The lids on some of the jars are not easy to take off, they are very tight. I do like that I was able to use the jars to organize my spices in a convienient spot.",[],B0751589X8,B0751589X8,AHAS6B4BE3VKZDVKWNAFD5DK77NA,1570613511029,0,True
5.0,BEAUTIFUL!!,This rug is very pretty!  Love the softness and colors are vibrant!  Perfect!  Haven’t tried washing it yet.  I think it might be too big to put in a regular wash machine.,[],B08HJDY7NW,B09FYBY1H5,AFLMPGJY4663HDOLV3WBU4ZKUZNA,1631533517666,0,True
5.0,No Mildew Smell,"Very heavy, not cheap,  a little hard to maneuver at first, because it was stiff, but absolutely great product for the price.  there has been no mildew smell since I started using it!!!  Saved me from washing my fabric shower curtain frequently. I would recommend it to anybody.",[],B001T4ZAX8,B0BZQZXHWP,AFH56MNTTF4AFFD74KJIUNBI2SSQ,1278173289000,1,True
5.0,Great value. Will purchase more from this company.,"I used these to bake my sister's wedding cake. I didn't have high expectations based on the price, but they were great! They made nice, tall layers and baked really evenly without using a core. I got SO MANY compliments on the taste of that cake! The release was also really good. I used parchment in the bottoms and all of the sides came out cleanly.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61G7ArpsQwL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61G7ArpsQwL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61G7ArpsQwL._SL256_.jpg'}]",B008DD19TM,B008DD19TM,AH2QIJR7NKMSNTOYTZWBLKF6BSGQ,1517932730484,1,True
5.0,Great idea!,On bottom oven rack!,[],B07C7QXVJZ,B07C7QXVJZ,AHL3IVOBYEDSYEUNQEHRPL75GKSQ,1549223813467,1,True
1.0,Not sturdy,"The rack is not sturdy.  My 3 year old knocked it over, with clothing hung on it and the rack broke in two (where the screws are located at the top). I only had it up for a week! I ended up trashing the whole thing.",[],B07VTKBZ6X,B0BN7TJDJ2,AHC3MQN7GH4V7P7PEY3JWSMA2ZHA,1661016717719,0,True
5.0,Five Stars,Great,[],B000GUAVHQ,B000GUAVHQ,AGF4IOUWK7XYX4PSGVFX3Z4SHHVA,1490098397000,0,True
5.0,LOVE IT,"We love it. It's easy to use and works every time, which is different than our former can opener. I like that it doesn't get contaminated from the food in the can. Stays  clean.",[],B000SAS5GI,B000SAS5GI,AF4IY6LNW6XKKR3HM7X4MGXVIMDQ,1489077754000,0,True
5.0,Keep up the good work!,I love them!<br />I already owned them for years! I just needed to replenish a few glasses!<br />I use them everyday! They are very sturdy glasses!<br />denise,[],B00O96J98U,B00O96J98U,AGUNSMLXWX4XMLKLDNR2WMFKFXPA,1565657082641,1,True
5.0,Easy to put together! Toom me only 25 minutes and it looks great!,We have only had it for a week but we LOVE it. Full size in my son's room. He loves the look and the storage space under it is amazing. Great buy!,[],B01B8GQ940,B095ZNJ5WL,AF7KCADS4JFRG2P7BNMQ3SL3WBVQ,1549037261300,0,True
3.0,"Potent, pungent","Very pungent. First time trying a natural air freshener so I'm taking responsibility for not liking the smell. Otherwise arrived timely, dry and the sticks are very flamable",[],B019G1YO5A,B019G1YO00,AET76VTYEGWT6M3KJYWZGWDEJ2OA,1616359924084,0,True
5.0,Great!,This is my favorite shower hair catcher that I’ve used! Easy to clean and is solid unlike many others. Doesn’t break/bend inward when stepped on,[],B0094KM2H6,B0BXTFZTBT,AF3AMO43EI3Y5PAMPCYUN63CMM3A,1564067410117,0,True
5.0,Cute and Classy,Arrived on time. Very cute and works well with B&BW candles.,[],B0BNGDRP8S,B0BN6P4F9C,AHBU23UWYAUEOW4E2FMPEHFVVZ6Q,1676766938078,2,True
5.0,Bella spread not so happy,Loved it but when washed in cold water it got lighter so had to turn over which is not horses but it will do,[],B07SRD3RGG,B0762PK93R,AEO5WIEFXOI7OAB34VBN7HSQJNMA,1576328414188,1,True
5.0,"Bought for a party, perfect.",These are very stylish.  They were perfect for our event.,[],B086KXBJV1,B0BBT6T87K,AFKT2URVXCRWBQ6W3QJHQVSITO6A,1635486276242,0,True
5.0,Great!!,"This is a great investment for the price! I was able to combine multiple jewelry boxes and two hanging contraptions, all for the space of this dress shaped nifty jewelry hanger. I love the compartments and it was sturdy enough to hold multiple long necklaces on one velcro piece. Love it!","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81S8caQ+-PL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81S8caQ+-PL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81S8caQ+-PL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81p-ex+OO+L.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81p-ex+OO+L._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81p-ex+OO+L._SL256_.jpg'}]",B07X1XHS15,B07X1XHS15,AGMMIQZ4ZL4HTUEHPRUYOILFOVPQ,1589309994250,0,True
1.0,"Beware, Do Not Buy!!",I purchased this on 12/5/2020 and now March 2021 the inside top of the maximum water level finial and the inside rim where the lid fits is RUSTED. This is not a cheap tea kettle either. I purchased because was supposed to be stainless steel. Obviously something is not correct. Once past the 30 days with Amazon it doesn’t matter either.,[],B086PC5BPR,B086PC5BPR,AFVGUT4ZYXWD4CREGRATRHDUYSKA,1616763679860,2,True
5.0,I would imagine children would be motivated to eat apples because of the fun and ease of peeling them,"A helpful product that truly deserves five stars.  I can see it being a kitchen staple in homes with people who have arthritis, as well as other adults.  I would imagine children would be motivated to eat apples because of the fun and ease of peeling them!",[],B00D1KZCTA,B00D1KZCTA,AEV54QDNTKSANG5TO32AHJ5OCH6Q,1463938363000,2,True
5.0,I use these for everything,"Shoes, clothes, papers, hats, toys I need 1,000 more lol",[],B072YDSDJB,B09WL38C6H,AEVCFZ7R6S3FJ5NFO2UCRPPZ3FRA,1561006246085,0,True
5.0,Did not disappoint!,Love this salt and pepper set. Reminds me of Tupperware.,[],B07V2K21Y4,B09SRDMRT2,AED53KLZ342C7KWEPDGFYE2YPOOQ,1664980251599,0,True
5.0,Five Stars,good,[],B01L0A3IH0,B01L0A3IH0,AEEWTVU636FL47UOZMUGFBMF5TUA,1509380099089,0,True
5.0,Good Value,Very happy with this breadmaker,[],B018H1YPFY,B018H1YPFY,AEBX3P7TSI3M4J32HVUU57FMOFTA,1529631106847,0,True
5.0,Good quality,Relatively straightforward to put together,[],B07F7WD8W9,B082V3GKPQ,AEEM5ZLFNGHVNPKDJQOVJCHHOPUA,1615853285888,0,True
1.0,i would give it a ZERO,"This looks NOTHING like what it shows, no matter what disclosure is stated in the description.",[],B07X916KG4,B07X916KG4,AHTSFGO7DHUMQPDQHAXV7GPUDQJA,1619733783787,1,True
5.0,Great for low budget parents,We decided to purchase this item because it looked good and it had solid positive reviews about this bed so we purchased it and our kids have more then enough room to sleep and they thought it was really comfortable to so a five star for us easy great product and will buy more in the future.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71rJymkK+DL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71rJymkK+DL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71rJymkK+DL._SL256_.jpg'}]",B01IU6RJYA,B0C2DDW4ZM,AHP25FC4DDF6VF4REMIKH2TB2LPQ,1523486705141,0,True
5.0,Modern casual look,They are very nice burlap look to them. Backside white so if you put designed colored old pillows they will show under it. I had to buy white pillow inserts. I couldn’t use my older pillows to change the appearance.,[],B07RXJ2XTN,B07RXJ2XTN,AEUM2KIT4YPAMPT6GVSAL5MIZ2MA,1577930497209,0,True
5.0,It scared the cat right off of the bed!,"Not only is this clock cute, but it works as lromised. Gone are the nights of listening to the ticking of the clock. The alarm is LOUD. I'm not sure who was scared the most - my husband or our cat. If I could give it six stars, purely for the comedic relief that it provided this morning, I would.",[],B015GZRNKS,B015GZRNKS,AET7CEINBSUWLPD27BQ7QZIMP2WA,1470954700000,9,True
3.0,I’m so sad it broke!,I loved this sandwich cutter but the cheap plastic broke within a few weeks.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B14uFNSgm2S._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B14uFNSgm2S._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B14uFNSgm2S._SL256_.jpg'}]",B083Y3JHNB,B0B6RNDRBK,AH3IIRQVCKDPZWUTFT66V4UZ2MJA,1621635734302,0,True
