id,parent_asin,product_title,rating,title,text,helpful_vote,label,images,asin,user_id,timestamp,verified_purchase,has_product,text_length
80,B075CNDRFJ,,4,Perfect for lazy hair care.,I love this pillow case! I rarely have the energy at night to wrap my locs with a scarf for protection. This pillowcase gives me the freedom to sleep with ease and without worry of drying out or damaging my edges. My husband is now jealous and wants one too!,0,Real,[],B075F8QL5P,AGAL35OZBQJ2FGY7N24633IN73JQ,1.57803E+12,TRUE,TRUE,258
81,B08128LL98,,5,Great gift!,"My niece loved these for Christmas! She called so excited. She felt so special, it was nice to see her reaction.  She mentioned the set came with beautiful napkins along with the tea cups and spoons, which was a nice touch.",0,Real,[],B08129K7MC,AF4PUGW4JTJKIDTADV3WOOV5GN7Q,1.60938E+12,TRUE,TRUE,223
82,B07B42DYS9,"Fette Filter - Vacuum HEPA Filter Compatible with Dirt Devil F1 (F-1) Compare to Part # 3JC0280000, 3-JC0280-000 & 2JC0280000, 2-JC0280-000 (Pack of 3)",4,"Solid filters, great value for the price","These filters fit my Dirt Devil F1 vacuum perfectly and seem to work well at trapping dust and debris. Quality is decent, though they don’t feel super heavy-duty. Still, getting three in a pack at this price is a WIN.",6,Machine Generated,,,,,,,
83,B00R58FSUC,"1.8L Cordless Glass Electric Hot Water Tea Kettle Blue LED Stainless Steel (60 oz, Black)",4,"Works great, looks cool!","This kettle heats water FAST, and the blue LED light is a fun touch—it looks so sleek on my counter. The glass design is nice, but it does get hot, so be careful. Solid overall, just wish it was a little quieter.",7,Machine Generated,,,,,,,
84,B0774X5PTV,"Pure Enrichment® PureSpa™ XL 3-in-1 Cool Mist Humidifier, Essential Oil Diffuser & Mood Light - 2L Tank Provides Powerful Mist Coverage up to 350 sq ft in Bedroom, Office & Large Rooms",2,Disappointing performance for the price,"The mist output is weaker than expected, even on the highest setting. The mood light is nice, but the diffuser barely spreads the essential oil scent. It’s also a bit noisy for a bedroom. Not worth it for the cost.",4,Machine Generated,,,,,,,
85,B083LFPS8X,,5,Super soft and big and comfortable!,"Got it in the mail today early and omg I love it so much! It's so soft, and with me being 5'4, this is legit the perfect size blanket to snuggle and watch anime and fuel my Fruits Basket addiction! Thank you!",0,Real,[],B083LFPS8X,AGKI5ELC7LRWLIVFBP7GTDMPAUJA,1.67805E+12,TRUE,TRUE,208
86,B0B5HZ3X8P,"Greenland Home Antique Chic Bedspread Set, 3-Piece Full, Multicolor",5,Beautiful and cozy!,"This bedspread is GORGEOUS! The colors are vibrant but give off a vintage charm, and the quality feels amazing. It’s lightweight yet warm, perfect for all seasons. Fits perfectly on my full bed. Totally transformed my bedroom—LOVE IT!",7,Machine Generated,,,,,,,
87,B09MNJWWFG,"Vimoksha Incense Sticks (135 Pcs with Holder) | 40 Minute Burning Time | Positive Vibes Spiritual Incense | Low Smoke Charcoal Free Sticks, Thick & Long Incense Sticks - Eternally Spiritual, 240 gm",5,"Perfect for a Calm, Spiritual Atmosphere","These incense sticks are AMAZING! The 40-minute burn time is spot on, and the low smoke makes it perfect for meditation or yoga. The scents are soothing and truly bring positive vibes. Plus, the included holder is super handy. Totally worth it!",7,Machine Generated,,,,,,,
88,B00499YN1A,"Kurt Adler Twirl-It Motor Pigtails, Set of 2, NOT for LED Lights, Christmas",1,Doesn’t work as advertised.,"These motors are super weak. They barely twirl anything, and if the ornament is even slightly heavy or hits a branch, it stops completely. Also, they’re NOT compatible with LED lights, which is a huge letdown. Total waste of money.",3,Machine Generated,,,,,,,
89,B0C4KFQZDR,,5,Good extra liners for Instant Pot,"Good quality, nice to have extra liners for when you cook something with strong smells, as odor persists in the plastic liners.",0,Real,[],B08DFZ5K1Z,AE67CSQ54OTXQT65UPSHSZAJ7MDA,1.67959E+12,TRUE,TRUE,127
90,B018DOS2TK,,5,Easy to read from across the room,"Exactly what I wanted. Large numbers, easy to read from across the room. Only disappointment is that it only is atomic when you press the button... I was hoping for something that always automatically was the right time. But small price to pay for readability.",1,Real,[],B01N333VSU,AEKETXQRAOHD3MP5P6N4NJS5V6WA,1.49053E+12,TRUE,TRUE,260
91,B099H67Y6Z,,5,easy and convenient,"I bought this for my boyfriend and now his ties are never tangled and he can easily grab one and go. He can see all the ties, so it's perfect.",0,Real,[],B000A68E48,AHM4UTD3T3HZTNJWX5TZDWROE6FQ,1.38801E+12,TRUE,TRUE,142
92,B08RYX4BJ4,,1,Horrible. Holes to far apart,Horrible tape.<br />Holes so far apart so the balloons look floppy. Wasn’t able to use it at all. Threw it away,0,Real,[],B08RYX4BJ4,AGBW3A7MY6XPSJNINTSDYPZ3GL2A,1.64374E+12,TRUE,TRUE,111
93,B0BZ5ZRBRC,,5,"Great clock, large display numbers.","Nice, clear, bright display of large numbers, easy to see across room. Compact clock, easy to use.",0,Real,[],B08DHZD3GQ,AG4G466O3H4BJ3FPZORMLYO4QWEA,1.61258E+12,TRUE,TRUE,98
94,B0C7QWPF3G,"Lunix LX6 3pcs Orthopedic Bed Wedge Pillow Set, Post Surgery Memory Foam for Back, Leg and Knee Pain Relief, Sitting Pillow for Reading, Adjustable Pillows for Acid Reflux and GERD for Sleeping Brown",3,Decent but not perfect,"The wedge pillows are comfortable and help with acid reflux, but the memory foam is firmer than I expected. Adjustability is nice, but they can feel bulky and hard to position. Not bad, just not AMAZING for the price.",4,Machine Generated,,,,,,,
95,B08ZJ6D2GT,,2,The lip needs to be wider to secure to the sink edges,Over edges not wide enough for secure dishes,0,Real,[],B08ZHCLF4T,AGXTTEL7OC5BY26SCSUL77XFTH5A,1.65103E+12,TRUE,TRUE,44
96,B00GE9GPO6,,5,Very handy!,Very handy and a good size for travel. I have had no problems with mine.,7,Real,[],B00GE9GPO6,AFVYB53BOBTY2MBNVGFAYIUEHYTA,1.42298E+12,TRUE,TRUE,72
97,B08CXKN98Z,"vensovo Buffalo Plaid Fabric Pumpkins Assorted Size - 6PCS Black and White Pumpkins for Rustic Fall Decor, Buffalo Check Pumpkins Perfect for Halloween Thanksgiving Decoration Fall Wedding Decor",2,Not what I expected,"The fabric feels cheap, and the pumpkins don’t look as nice in person. They’re smaller than I thought, and the stems are poorly attached. They might work for a quick craft, but not great as-is for decor.",3,Machine Generated,,,,,,,
98,B079ZMBJG4,,5,Great quality for good price,"Beautiful ""Morano glass"" pattern makes them look very high end.  They are very comfortable to hold and surprisingly easy to clean.",2,Real,[],B079ZMBJG4,AGUBOHXKBB5FHYEH4YW3HONZUDRA,1.57797E+12,TRUE,TRUE,130
99,B00JVKBQZS,,3,not well insullated,"It appears to function nicely, but will not hold ice for very long .",1,Real,[],B00JVKBQZS,AEJ6CWHAYBRD562V4OI7AU7HPDBQ,1.42959E+12,TRUE,TRUE,68
